id,value
id_0,4.6781933019208495
id_1,16.627075223850838
id_2,12.573452355132183
id_3,11.766726450991527
id_4,19.71305600919831
id_5,16.041245051271552
id_6,15.987136486937846
id_7,24.619806096705872
id_8,7.688414586466813
id_9,52.83128853532201
id_10,17.443158186018557
id_11,12.558944471834353
id_12,53.638844202552036
id_13,34.7878590123183
id_14,12.145375454850342
id_15,6.837140173294152
id_16,22.805792122256157
id_17,55.10165076565366
id_18,-6.884754705821752
id_19,13.701312809984984
id_20,29.378782805085685
id_21,56.306044451526006
id_22,4.564775561562961
id_23,13.29520106749679
id_24,11.797055277127399
id_25,27.07474795903243
id_26,14.190065850311107
id_27,59.013276280457504
id_28,9.546946572495376
id_29,44.762866071359525
id_30,19.55470216513238
id_31,0.8945263072065472
id_32,4.629574808853462
id_33,20.517401811482696
id_34,22.257333210670183
id_35,29.2204328788084
id_36,35.274251067282684
id_37,22.93788280759792
id_38,31.98214820008677
id_39,19.238034821651983
id_40,2.320649364842943
id_41,30.132141119188297
id_42,28.001078282576337
id_43,37.94624291839334
id_44,10.515982912073529
id_45,25.720608813104793
id_46,21.742044856735212
id_47,8.586130087151638
id_48,14.139568878074193
id_49,22.99959970125785
id_50,16.787010574892385
id_51,9.260303471403168
id_52,13.726263024059115
id_53,43.794511570278345
id_54,8.964949797253809
id_55,35.892068257639586
id_56,23.786833123596708
id_57,16.394641741341783
id_58,43.68173325392853
id_59,15.551043885383312
id_60,13.833948384799143
id_61,29.780678905139382
id_62,8.879880341966231
id_63,40.719915286384136
id_64,13.542361925283288
id_65,9.161215099476095
id_66,14.099062771829466
id_67,-0.9522839384778035
id_68,32.22934813923344
id_69,24.370987850403218
id_70,13.552217899038048
id_71,31.182196071502048
id_72,42.49055422354536
id_73,5.111366054095407
id_74,6.585203930614931
id_75,4.2431963900539955
id_76,38.05871595935213
id_77,8.637531948423394
id_78,10.255673499740421
id_79,14.461295310539441
id_80,15.398015992297442
id_81,31.6944790935487
id_82,25.828046378879655
id_83,69.41399655840013
id_84,30.283771827181525
id_85,21.448045431069048
id_86,21.19414676859276
id_87,27.647211090134533
id_88,17.405711240569524
id_89,14.182383158386521
id_90,24.033080286411575
id_91,33.58366013948453
id_92,6.8324895715744365
id_93,22.60973761355128
id_94,38.83336994525277
id_95,19.12014561146099
id_96,24.868925415938502
id_97,7.506611671449761
id_98,23.040096214908647
id_99,-1.8401840809458792
id_100,12.977716951255028
id_101,22.170441266247693
id_102,7.0986478748090835
id_103,11.628605560767797
id_104,20.65561575374771
id_105,32.16571506358536
id_106,21.87464647663998
id_107,3.0818920049970373
id_108,7.8112897456080645
id_109,54.85944709404035
id_110,37.75521762756048
id_111,10.561132306384302
id_112,18.436906377919108
id_113,8.675556972760596
id_114,7.223337009030843
id_115,20.61109059721729
id_116,22.14526927277765
id_117,8.235321908850914
id_118,13.706675985943242
id_119,15.91154092609122
id_120,66.65168026187125
id_121,13.50651535254542
id_122,23.673129326490194
id_123,20.302524995933062
id_124,1.4992347389199345
id_125,18.517658820593645
id_126,5.660256641684735
id_127,9.200855380692921
id_128,15.54372904907467
id_129,49.801791480083494
id_130,15.025541311311045
id_131,13.717565683309935
id_132,51.43473644085011
id_133,12.800990076136479
id_134,11.505154226928418
id_135,-0.6678418767106606
id_136,3.185500224570095
id_137,44.66822794881776
id_138,21.311795906347594
id_139,2.978914470603076
id_140,29.989968222228722
id_141,24.714536084896253
id_142,38.62805445783451
id_143,35.759797693390446
id_144,10.84961597592347
id_145,21.6217781331652
id_146,14.71329317289402
id_147,37.51092622444583
id_148,18.162660905312197
id_149,31.162953943430175
id_150,9.745323113830784
id_151,6.205172370128764
id_152,18.205464616284438
id_153,6.789764593622518
id_154,15.141050413269241
id_155,34.46913072715806
id_156,4.132313138838269
id_157,25.81626518993987
id_158,14.341043333191081
id_159,12.900349274408711
id_160,28.552496829259276
id_161,17.517026258791248
id_162,6.304728432071748
id_163,7.430540636265379
id_164,38.43573432390497
id_165,25.92866571641072
id_166,-2.153501800376283
id_167,9.547132404391412
id_168,56.338830235951065
id_169,10.76318259658094
id_170,56.56800377097399
id_171,33.35815936205234
id_172,15.72814002996602
id_173,19.08105771711498
id_174,47.954764861158466
id_175,17.40310677147884
id_176,12.753973730093673
id_177,23.800031111955256
id_178,4.603575405944397
id_179,22.279263793864615
id_180,9.8038170643524
id_181,4.9963344578378965
id_182,42.476653020228795
id_183,33.77891169030285
id_184,13.374647879754527
id_185,32.095805979387215
id_186,20.95929417827697
id_187,51.15963005266006
id_188,2.5570591741502007
id_189,40.88360872787992
id_190,27.027293736503307
id_191,16.044850449816757
id_192,23.875350800293322
id_193,1.6070049598575729
id_194,15.6303537468984
id_195,-3.4521312535638913
id_196,23.607649644997537
id_197,7.405112230432367
id_198,17.71483930959807
id_199,47.4935936979483
id_200,16.43276230438954
id_201,22.208118969832288
id_202,49.50463491946202
id_203,-1.035823830558563
id_204,13.77184993381563
id_205,7.316427029500659
id_206,7.551910509970677
id_207,1.8519448451479388
id_208,95.73025478804965
id_209,15.881138123520671
id_210,13.196423379607566
id_211,14.63311409227694
id_212,27.349220561334658
id_213,26.170677504005717
id_214,13.006461410018277
id_215,32.346047313709434
id_216,59.25285878069226
id_217,0.5871887456874649
id_218,9.974788656734688
id_219,29.368062090353675
id_220,10.556710246303403
id_221,8.78196176206633
id_222,89.32697061718274
id_223,15.085137720028712
id_224,11.683215144218224
id_225,46.557949734977875
id_226,3.823103953350383
id_227,13.800044987368809
id_228,7.054405601038242
id_229,4.8223170781895845
id_230,38.07426158549528
id_231,8.050657111115562
id_232,35.52397920488378
id_233,32.27223796557654
id_234,12.968662109155474
id_235,30.856927681197178
id_236,52.677115822171565
id_237,30.129273391166887
id_238,14.681843061042855
id_239,13.575560712250507
